config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 11,1,0.7038619995117188,0.009083235028879234,0.6996109635175669,0.7081130355058707,31.230727975000082,2.493107741774539
Config. 11,2,0.7573688507080079,0.007305557451129886,0.7539497838685659,0.7607879175474498,66.45454845000059,4.759309813306852
Config. 11,3,0.7876632690429688,0.00906227948068469,0.7834220404345521,0.7919044976513855,106.04205037000028,7.326876554762267
Config. 11,4,0.8077751159667969,0.008758516624652615,0.8036760511172802,0.8118741808163135,150.03471613500022,10.07742552364597
Config. 11,5,0.8237739562988281,0.008529863174716417,0.8197819033280943,0.8277660092695619,198.1422238299996,12.959823631232206
Config. 11,6,0.8347457885742188,0.007655471247158149,0.8311629589193221,0.8383286182291154,250.77864492999925,16.309166295479145
Config. 11,7,0.8413150787353516,0.008562531029138933,0.8373077369138328,0.8453224205568705,306.888819949999,20.24597394706625
Config. 11,8,0.8463703155517578,0.009934024169358529,0.8417211025592003,0.8510195285443153,367.40120917499917,23.537033606521856
Config. 11,9,0.8501083374023437,0.011426368615483913,0.8447606937365755,0.8554559810681119,433.1253392049992,28.085181202759703
Config. 11,10,0.8530570983886718,0.01182350591594334,0.8475235908810559,0.8585906058962878,503.4279818299989,33.7797619044146
Config. 11,11,0.855228042602539,0.012590281158345965,0.849335677359269,0.8611204078458091,576.7134623899985,37.58429336056061
Config. 11,12,0.8569717407226562,0.013161742448151865,0.8508119264367812,0.8631315550085313,653.7546645449978,39.883762893115886
Config. 11,13,0.8585132598876953,0.013814714285815731,0.8520478488869658,0.8649786708884248,735.2604838849975,41.398101680131745
Config. 11,14,0.8601387023925782,0.01431540636850196,0.8534389629770582,0.8668384418080981,822.6914601549983,44.600576867023754
Config. 11,15,0.8618385314941406,0.015042084437067005,0.8547987001823073,0.8688783628059739,913.2719863099994,48.93291369115423
Config. 11,16,0.8631740570068359,0.01603614225218996,0.8556689976634786,0.8706791163501932,1007.6066263000002,55.28614910491352
Config. 11,17,0.86453857421875,0.017001867003773253,0.8565815469733874,0.8724956014641126,1106.1082406550008,62.02413880449473
Config. 11,18,0.8658870697021485,0.01801933585428444,0.8574538578493526,0.8743202815549443,1208.9838614750013,68.58321676063628
Config. 11,19,0.8667766571044921,0.0187312050774254,0.858010284028731,0.8755430301802533,1315.222124215001,77.27758996008683
Config. 11,20,0.8674129486083985,0.0192404702632942,0.8584082348281622,0.8764176623886347,1426.5465177150015,85.1081280219988
