config,seed,stage,accuracy,runtime
Config. 11,0,1,0.711639404296875,29.214199899997766
Config. 11,0,2,0.7621078491210938,61.42714219999834
Config. 11,0,3,0.78790283203125,97.4490960999974
Config. 11,0,4,0.80938720703125,137.69530349999695
Config. 11,0,5,0.82733154296875,180.72383989999798
Config. 11,0,6,0.837310791015625,228.82084569999643
Config. 11,0,7,0.8472213745117188,280.0241217999974
Config. 11,0,8,0.8530960083007812,336.7515845999951
Config. 11,0,9,0.860992431640625,395.72842159999345
Config. 11,0,10,0.8646087646484375,457.402802099994
Config. 11,0,11,0.8646087646484375,523.307326999995
Config. 11,0,12,0.8646087646484375,598.3387298999951
Config. 11,0,13,0.8665618896484375,682.2760983999942
Config. 11,0,14,0.8665618896484375,764.0156747999936
Config. 11,0,15,0.8702926635742188,845.6465334999957
Config. 11,0,16,0.87396240234375,932.2263974999951
Config. 11,0,17,0.875885009765625,1021.0386860999934
Config. 11,0,18,0.8800277709960938,1114.5541125999953
Config. 11,0,19,0.8839569091796875,1209.8586402999972
Config. 11,0,20,0.8854217529296875,1311.1147396999986
Config. 11,1,1,0.7046279907226562,29.607484600001044
Config. 11,1,2,0.76019287109375,63.3593944000022
Config. 11,1,3,0.7887420654296875,100.02961990000404
Config. 11,1,4,0.8003768920898438,143.9704641000062
Config. 11,1,5,0.8205184936523438,192.73368110000592
Config. 11,1,6,0.832061767578125,248.5602235000042
Config. 11,1,7,0.841094970703125,303.2618537000053
Config. 11,1,8,0.84326171875,362.6912567000072
Config. 11,1,9,0.8511581420898438,437.9054349000071
Config. 11,1,10,0.8562545776367188,510.31849240000884
Config. 11,1,11,0.8625259399414062,590.0008963000073
Config. 11,1,12,0.8625259399414062,681.7471041000063
Config. 11,1,13,0.8625259399414062,771.1357158000064
Config. 11,1,14,0.8625259399414062,861.812449800007
Config. 11,1,15,0.8625259399414062,959.5926933000082
Config. 11,1,16,0.8625259399414062,1060.5442087000083
Config. 11,1,17,0.8625259399414062,1163.9036757000104
Config. 11,1,18,0.8625259399414062,1269.829087800008
Config. 11,1,19,0.8625259399414062,1385.9950438000087
Config. 11,1,20,0.8625259399414062,1500.1724999000107
Config. 11,2,1,0.703857421875,36.554153699999006
Config. 11,2,2,0.756378173828125,75.12358989999848
Config. 11,2,3,0.7859344482421875,116.68547379999654
Config. 11,2,4,0.8131561279296875,163.21453719999772
Config. 11,2,5,0.8291015625,207.8458234999962
Config. 11,2,6,0.8360671997070312,255.47950769999443
Config. 11,2,7,0.8438644409179688,308.3519574999955
Config. 11,2,8,0.8580093383789062,365.058877499996
Config. 11,2,9,0.8641510009765625,427.26131229999373
Config. 11,2,10,0.8662490844726562,491.95572589999574
Config. 11,2,11,0.8662490844726562,560.3426411999972
Config. 11,2,12,0.8662490844726562,636.560452099995
Config. 11,2,13,0.8662490844726562,718.3899209999945
Config. 11,2,14,0.8662490844726562,806.5556092999941
Config. 11,2,15,0.8662490844726562,894.4653140999944
Config. 11,2,16,0.8662490844726562,983.7217378999958
Config. 11,2,17,0.8662490844726562,1075.2013526999945
Config. 11,2,18,0.8662490844726562,1176.5988933999943
Config. 11,2,19,0.8662490844726562,1276.5759403999946
Config. 11,2,20,0.8662490844726562,1380.340326599995
Config. 11,3,1,0.7086029052734375,29.007130799996958
Config. 11,3,2,0.750579833984375,62.0928215999993
Config. 11,3,3,0.7796401977539062,105.58629089999886
Config. 11,3,4,0.7964324951171875,152.97055059999911
Config. 11,3,5,0.823333740234375,198.86157409999942
Config. 11,3,6,0.8332290649414062,250.1914324999998
Config. 11,3,7,0.8418426513671875,304.7621610999995
Config. 11,3,8,0.8457870483398438,369.78915589999815
Config. 11,3,9,0.849517822265625,437.5966823999988
Config. 11,3,10,0.849517822265625,518.6749055999971
Config. 11,3,11,0.849517822265625,597.0460410999985
Config. 11,3,12,0.849517822265625,675.9658114999984
Config. 11,3,13,0.849517822265625,755.7479619999976
Config. 11,3,14,0.849517822265625,832.4168905000006
Config. 11,3,15,0.849517822265625,914.427214000003
Config. 11,3,16,0.849517822265625,1000.0578462000049
Config. 11,3,17,0.849517822265625,1088.8047015000047
Config. 11,3,18,0.849517822265625,1186.6375365000058
Config. 11,3,19,0.849517822265625,1283.5826594000064
Config. 11,3,20,0.849517822265625,1382.406246500006
Config. 11,4,1,0.708251953125,28.917412899998453
Config. 11,4,2,0.758209228515625,61.21143949999896
Config. 11,4,3,0.7950668334960938,97.5580317999993
Config. 11,4,4,0.8162078857421875,137.3249735999998
Config. 11,4,5,0.8338470458984375,181.72532900000078
Config. 11,4,6,0.8414382934570312,229.9580145
Config. 11,4,7,0.8476943969726562,281.44861350000065
Config. 11,4,8,0.8539047241210938,337.37506660000145
Config. 11,4,9,0.8651275634765625,396.05869470000107
Config. 11,4,10,0.867156982421875,459.87945899999977
Config. 11,4,11,0.8704833984375,528.305277200001
Config. 11,4,12,0.8704833984375,598.6504911000011
Config. 11,4,13,0.8704833984375,684.4682272000027
Config. 11,4,14,0.8704833984375,791.7344486000002
Config. 11,4,15,0.8704833984375,900.4962885999994
Config. 11,4,16,0.8704833984375,1012.6913359999999
Config. 11,4,17,0.8704833984375,1119.5667676000012
Config. 11,4,18,0.8704833984375,1230.9992396999987
Config. 11,4,19,0.8704833984375,1346.2702766000002
Config. 11,4,20,0.8704833984375,1464.5230612999985
Config. 11,5,1,0.7115554809570312,32.1704032000016
Config. 11,5,2,0.7676925659179688,69.16186780000498
Config. 11,5,3,0.8047027587890625,110.35105780000231
Config. 11,5,4,0.8156814575195312,156.4088738999999
Config. 11,5,5,0.8156814575195312,207.79806859999735
Config. 11,5,6,0.8156814575195312,263.2175510999987
Config. 11,5,7,0.8156814575195312,323.68670890000067
Config. 11,5,8,0.8156814575195312,390.4131183000027
Config. 11,5,9,0.8156814575195312,467.3176513000035
Config. 11,5,10,0.8156814575195312,543.9822301000022
Config. 11,5,11,0.8156814575195312,621.054215600001
Config. 11,5,12,0.8156814575195312,703.443336100001
Config. 11,5,13,0.8156814575195312,791.9158936999993
Config. 11,5,14,0.8156814575195312,884.3894175999994
Config. 11,5,15,0.8156814575195312,987.4993766000007
Config. 11,5,16,0.8156814575195312,1101.6914361000017
Config. 11,5,17,0.8156814575195312,1215.9589085000007
Config. 11,5,18,0.8156814575195312,1338.3191955000038
Config. 11,5,19,0.8156814575195312,1464.3053061000028
Config. 11,5,20,0.8156814575195312,1597.899919200001
Config. 11,6,1,0.687744140625,36.8756985
Config. 11,6,2,0.7593841552734375,78.47545650000029
Config. 11,6,3,0.7867965698242188,125.91687680000177
Config. 11,6,4,0.8058624267578125,178.81906779999917
Config. 11,6,5,0.8216705322265625,235.16999840000062
Config. 11,6,6,0.8342971801757812,299.0044338000007
Config. 11,6,7,0.8480148315429688,366.3081665000027
Config. 11,6,8,0.8535308837890625,438.6883811000007
Config. 11,6,9,0.8575515747070312,517.722808999999
Config. 11,6,10,0.8612747192382812,601.1027986000045
Config. 11,6,11,0.8650741577148438,680.1931617000009
Config. 11,6,12,0.8650741577148438,756.4629864000017
Config. 11,6,13,0.8650741577148438,841.9583592000054
