config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 5,1,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.025350485000126356,0.006960945988514209
Config. 5,2,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.051144460000250545,0.011466159631295634
Config. 5,3,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.0791003449998243,0.013916809423362392
Config. 5,4,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.11309022499990533,0.01620842965183258
Config. 5,5,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.1542472799996176,0.024730056014066783
Config. 5,6,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.19823526499949368,0.03240715545159798
Config. 5,7,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.24601899499994034,0.03868929363793432
Config. 5,8,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.2981843350002237,0.04661029592929952
Config. 5,9,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.35520381000023915,0.060782420809717005
Config. 5,10,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.4133560899997974,0.06501395837336543
Config. 5,11,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.47642285999972955,0.0733218842455081
Config. 5,12,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.540112754999791,0.08448387129310816
Config. 5,13,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.6089761199997156,0.09714981214186244
Config. 5,14,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.6823909500000809,0.11091657289016649
Config. 5,15,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.7589868099996238,0.12433057406249605
Config. 5,16,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.8523771999991367,0.17623032595591062
Config. 5,17,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,0.931765579999228,0.18871266733167832
Config. 5,18,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,1.0205781099992237,0.2098294638272935
Config. 5,19,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,1.1044969949994994,0.22843124347437005
Config. 5,20,0.6065876007080078,0.043758273588464805,0.5861083336324464,0.6270668677835691,1.2006198150002092,0.24610099240761216
