config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 10,1,0.7214679718017578,0.011633699212730532,0.7160232955447616,0.726912648058754,14.703604710000217,1.596343471513348
Config. 10,2,0.7715423583984375,0.012800451774542214,0.7655516314094323,0.7775330853874428,31.07642777000092,2.9230843277655754
Config. 10,3,0.7990386962890625,0.012449497025615727,0.7932122192908658,0.8048651732872593,49.2696843550013,4.452715239550249
Config. 10,4,0.81689453125,0.012517543775995954,0.8110362077583203,0.8227528547416797,69.2479192350007,6.078265915436718
Config. 10,5,0.8278095245361328,0.01761670164800867,0.8195647491267309,0.8360542999455346,90.93905661000026,7.948367627139379
Config. 10,6,0.8333541870117187,0.021215268166527343,0.8234252499849046,0.8432831240385328,114.41425069000088,10.234981792788032
Config. 10,7,0.8392684936523438,0.019086214239859206,0.8303359730836508,0.8482010142210368,139.32569986500056,12.309453343325593
Config. 10,8,0.8443668365478516,0.017803523543139313,0.8360346268049584,0.8526990462907448,166.00829564000105,14.691847460130736
Config. 10,9,0.8482791900634765,0.019714605389043207,0.8390525767640444,0.8575058033629086,194.894372620001,17.600294123249647
Config. 10,10,0.8514476776123047,0.022754027930261364,0.8407985871246159,0.8620967680999935,225.60233103000118,20.56828662430209
Config. 10,11,0.8530479431152344,0.024388801669438465,0.841633763759379,0.8644621224710897,257.8055339950013,23.81220828905017
Config. 10,12,0.8546512603759766,0.02576608583031813,0.8425924995991342,0.866710021152819,291.81184385000125,27.252334234439243
Config. 10,13,0.856170654296875,0.026558969698768475,0.8437408167116874,0.8686004918820626,327.65517151500023,29.782107683366327
Config. 10,14,0.8569446563720703,0.026672360579191777,0.8444617508311868,0.8694275619129538,364.4633393500009,32.433018673527954
Config. 10,15,0.8585391998291015,0.02771372136920338,0.8455689280374096,0.8715094716207935,403.61778172500163,35.67383969605047
Config. 10,16,0.8585391998291015,0.02771372136920338,0.8455689280374096,0.8715094716207935,445.01945931000137,39.168860470684976
Config. 10,17,0.8585391998291015,0.02771372136920338,0.8455689280374096,0.8715094716207935,487.76103102000053,42.8890508110563
Config. 10,18,0.8585391998291015,0.02771372136920338,0.8455689280374096,0.8715094716207935,532.0496141599999,47.069901802198615
Config. 10,19,0.8589488983154296,0.028324901282930637,0.8456925888065701,0.8722052078242892,577.9442936949997,51.442464403451105
Config. 10,20,0.8597240447998047,0.029756826804215798,0.8457975812200029,0.8736505083796064,625.4659121150007,55.750880726094366
