config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 2,1,0.73125,0.05258530037747691,0.7066396046995133,0.7558603953004867,0.004663334999713697,0.0012291436791284384
Config. 2,2,0.7859375,0.04508649399531387,0.7648366137832703,0.8070383862167296,0.010060484999848995,0.002356379040042147
Config. 2,3,0.8140625,0.03202172114362375,0.7990760454225898,0.8290489545774102,0.016230384999653326,0.0028849242747591335
Config. 2,4,0.8375,0.03222173383880742,0.8224199376755911,0.852580062324409,0.021938985000269896,0.004300405914406094
Config. 2,5,0.8453125,0.035085363476286775,0.8288922331532881,0.861732766846712,0.029225415000291834,0.00473359806591497
Config. 2,6,0.846875,0.037800332426831215,0.8291841031745333,0.8645658968254668,0.03709763499991823,0.006378413089079779
Config. 2,7,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.04619860999991943,0.006996249046675348
Config. 2,8,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.057882799999788404,0.009154878669255139
Config. 2,9,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.06954604000038671,0.009336849720828024
Config. 2,10,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.08307817000059003,0.010159246962517595
Config. 2,11,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.09754755500107422,0.01139488791523769
Config. 2,12,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.11191381000153341,0.012204901477722513
Config. 2,13,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.12880796000117697,0.01373090122564644
Config. 2,14,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.1459859350015904,0.016339281430889415
Config. 2,15,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.16418224000135523,0.019676943923007
Config. 2,16,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.18636269500202615,0.020104054558943617
Config. 2,17,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.2044501950020276,0.02049751264084929
Config. 2,18,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.22403379000188578,0.021269580732093216
Config. 2,19,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.24660468500223942,0.02022277636000588
Config. 2,20,0.8484375,0.040269190831989134,0.8295911551528292,0.8672838448471707,0.26885401000163256,0.021526560565524364
