config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 1,1,0.708203125,0.022173277734177543,0.6978258308469116,0.7185804191530885,0.010133984999811219,0.0015347366459408148
Config. 1,2,0.763671875,0.02029747040119778,0.7541724756129545,0.7731712743870455,0.021260954999524982,0.0036427934401325867
Config. 1,3,0.790625,0.018600348508513432,0.7819198689798224,0.7993301310201777,0.03376073999970686,0.005708049892301138
Config. 1,4,0.805078125,0.023808062898182537,0.7939357366318224,0.8162205133681776,0.04706246999976429,0.006551425846553063
Config. 1,5,0.818359375,0.021822805447105943,0.8081461050412165,0.8285726449587835,0.06068265500034613,0.009071046360308341
Config. 1,6,0.823828125,0.022346452725753637,0.8133697833874838,0.8342864666125163,0.07615458999971451,0.009717524434980957
Config. 1,7,0.828515625,0.025312220799304893,0.8166692771550248,0.8403619728449752,0.09328617999981362,0.011563454899868784
Config. 1,8,0.83125,0.028071266286969446,0.8181123939589886,0.8443876060410115,0.11072348499965301,0.013473844000357093
Config. 1,9,0.8328125,0.029027683233673225,0.8192272821936948,0.8463977178063051,0.1295730049994745,0.015750080577568715
Config. 1,10,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.15170497999970395,0.017095842340026618
Config. 1,11,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.17455255999902874,0.019784266068624733
Config. 1,12,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.19894443499906628,0.02265445066508854
Config. 1,13,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.2232809399985854,0.021513691589833742
Config. 1,14,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.25167393999854537,0.021051469608123964
Config. 1,15,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.280175959997905,0.023483641285755412
Config. 1,16,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.30981691999768374,0.024621545296466832
Config. 1,17,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.34134884999803033,0.025811048210597487
Config. 1,18,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.3736345449980945,0.028992050862496992
Config. 1,19,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.40823980499826573,0.028642047663952383
Config. 1,20,0.833203125,0.02939880841575807,0.8194442172580758,0.8469620327419243,0.44521740499767476,0.03267003929985583
