config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 9,1,0.5504360198974609,0.002532968509005465,0.5492505677683901,0.5516214720265318,0.4646485249999387,0.05306629629848745
Config. 9,2,0.5651588439941406,0.0028630770620891215,0.5638188980821087,0.5664987899061725,0.9765728449996459,0.10356575301401151
Config. 9,3,0.5749031066894531,0.003473375139963221,0.5732775357673938,0.5765286776115124,1.5330471499988563,0.14507781504786024
Config. 9,4,0.5808723449707032,0.003629592706340811,0.5791736628172953,0.582571027124111,2.175704534999204,0.23381658461791868
Config. 9,5,0.585302734375,0.0035443682775520512,0.5836439380236451,0.5869615307263549,2.8257721349989877,0.2925269678734483
Config. 9,6,0.5889942169189453,0.0037806914813198786,0.5872248191747742,0.5907636146631163,3.557706579999649,0.3346630953776872
Config. 9,7,0.5915809631347656,0.003475396125192087,0.5899544463733744,0.5932074798961569,4.401282365000043,0.4254547849624175
Config. 9,8,0.5939449310302735,0.003646733375149263,0.5922382268891226,0.5956516351714243,5.2724003299998,0.4501593528908612
Config. 9,9,0.5958927154541016,0.004302170557659276,0.5938792607944519,0.5979061701137514,6.178815264999867,0.48558043026537967
Config. 9,10,0.5971450805664062,0.00462594823359308,0.5949800950314548,0.5993100661013577,7.137103619999834,0.5362380717605412
Config. 9,11,0.5980960845947265,0.005036912216580266,0.5957387642056814,0.6004534049837716,8.222314209999421,0.6184890529984116
Config. 9,12,0.5989223480224609,0.005329285625790553,0.5964281942384486,0.6014165018064732,9.35974672499924,0.6342717211233116
Config. 9,13,0.5998336791992187,0.0057019957364326836,0.5971650937187143,0.6025022646797231,10.558363774999453,0.6772680952425285
Config. 9,14,0.6004802703857421,0.006090529467647465,0.5976298476114669,0.6033306931600174,11.815361524999753,0.775754632290164
Config. 9,15,0.6007228851318359,0.0063295847851430114,0.5977605823108553,0.6036851879528166,13.295307669999783,1.103770485427709
Config. 9,16,0.6011589050292969,0.006767316136895472,0.5979917399839928,0.604326070074601,14.64274513499986,1.1227127659436094
Config. 9,17,0.6013282775878906,0.006973905401198105,0.598064426901869,0.6045921282739123,16.111522960000183,1.087973327704285
Config. 9,18,0.6014141082763672,0.007087815999087047,0.5980969464021838,0.6047312701505506,17.601920724999218,1.116897519677484
Config. 9,19,0.6015987396240234,0.0072597324531294746,0.5982011192973397,0.6049963599507072,19.152662184998736,1.1582088457302566
Config. 9,20,0.6017601013183593,0.007443887991604229,0.5982762945371701,0.6052439080995485,20.89265056499844,1.1509720628806355
