config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 6,1,0.686328125,0.026767902618781186,0.6738005049220647,0.6988557450779352,0.005533294999986537,0.0015912025077710408
Config. 6,2,0.726171875,0.028022588581462653,0.713057050564613,0.739286699435387,0.011103504999846336,0.003003548574364417
Config. 6,3,0.74765625,0.03370782726969244,0.731880682533945,0.763431817466055,0.016908959999818764,0.0037474600865234934
Config. 6,4,0.75546875,0.037838555344505566,0.7377599645039971,0.773177535496003,0.0234151650001877,0.0049825192730265835
Config. 6,5,0.76171875,0.04025722316888904,0.7428780061272005,0.7805594938727995,0.0290186750005887,0.005921744810209151
Config. 6,6,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.03462434500015661,0.006777952162159073
Config. 6,7,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.04121284500015463,0.007596848647841175
Config. 6,8,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.04830622500012396,0.008077882807877973
Config. 6,9,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.056393600000410514,0.007885636701817267
Config. 6,10,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.06428648000055545,0.008569850022673159
Config. 6,11,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.0727759600005811,0.010364418632310529
Config. 6,12,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.0816650650009251,0.012234916871939925
Config. 6,13,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.09219774000066536,0.013197900207025458
Config. 6,14,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.10333097000075213,0.013844414281952626
Config. 6,15,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.11526736000050733,0.014180203818312326
Config. 6,16,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.12707794500038289,0.015112264095841106
Config. 6,17,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.13869634000002407,0.01573833681667723
Config. 6,18,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.1508702400005859,0.01706598173832714
Config. 6,19,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.16582534500030305,0.017176229949503546
Config. 6,20,0.7625,0.04096125390592984,0.7433297633864936,0.7816702366135063,0.179227090000677,0.018054699576854336
