config,seed,stage,accuracy,runtime
Config. 10,0,1,0.7108078002929688,14.334456999997201
Config. 10,0,2,0.7647247314453125,31.14376529999936
Config. 10,0,3,0.8046493530273438,49.22159770000144
Config. 10,0,4,0.8202743530273438,66.97431790000337
Config. 10,0,5,0.84368896484375,86.89901660000396
Config. 10,0,6,0.8600692749023438,107.10584640000525
Config. 10,0,7,0.8600692749023438,129.04284580000603
Config. 10,0,8,0.8600692749023438,152.65557390000322
Config. 10,0,9,0.867584228515625,177.56562080000367
Config. 10,0,10,0.87542724609375,203.90391490000547
Config. 10,0,11,0.87542724609375,231.5296731000053
Config. 10,0,12,0.87542724609375,261.0569611000028
Config. 10,0,13,0.87542724609375,291.9704711000013
Config. 10,0,14,0.87542724609375,324.58480840000266
Config. 10,0,15,0.87542724609375,360.53901600000245
Config. 10,0,16,0.87542724609375,395.6189327000029
Config. 10,0,17,0.87542724609375,433.56177370000296
Config. 10,0,18,0.87542724609375,471.64586820000477
Config. 10,0,19,0.87542724609375,511.2083584000029
Config. 10,0,20,0.87542724609375,552.0283401000015
Config. 10,1,1,0.723876953125,12.817118300001312
Config. 10,1,2,0.7776031494140625,27.61688900000081
Config. 10,1,3,0.8092269897460938,46.431347300003836
Config. 10,1,4,0.8329010009765625,65.45874280000498
Config. 10,1,5,0.8486557006835938,87.40969730000506
Config. 10,1,6,0.8486557006835938,111.72960350000722
Config. 10,1,7,0.8486557006835938,137.99680070000613
Config. 10,1,8,0.8486557006835938,163.34067260000666
Config. 10,1,9,0.8486557006835938,191.23231030000534
Config. 10,1,10,0.8486557006835938,220.33348630000546
Config. 10,1,11,0.8486557006835938,248.52523010000732
Config. 10,1,12,0.8486557006835938,278.7771536000073
Config. 10,1,13,0.8486557006835938,310.1881596000094
Config. 10,1,14,0.8486557006835938,343.9579495000107
Config. 10,1,15,0.8486557006835938,379.7479139000134
Config. 10,1,16,0.8486557006835938,415.7004825000149
Config. 10,1,17,0.8486557006835938,453.9840917000147
Config. 10,1,18,0.8486557006835938,493.4264074000166
Config. 10,1,19,0.8486557006835938,534.6290818000161
Config. 10,1,20,0.8486557006835938,578.2639184000182
Config. 10,2,1,0.7226409912109375,12.835875599997962
Config. 10,2,2,0.7541427612304688,27.52256899999702
Config. 10,2,3,0.7856979370117188,43.65278629999739
Config. 10,2,4,0.8083267211914062,61.801727299996855
Config. 10,2,5,0.8083267211914062,80.82746239999688
Config. 10,2,6,0.815887451171875,102.06644509999751
Config. 10,2,7,0.8397598266601562,124.8576434999959
Config. 10,2,8,0.8546981811523438,149.23818479999682
Config. 10,2,9,0.871002197265625,174.3734747999988
Config. 10,2,10,0.8789138793945312,202.7893576999959
Config. 10,2,11,0.8870391845703125,232.20753599999443
Config. 10,2,12,0.8870391845703125,261.76445029999377
Config. 10,2,13,0.8870391845703125,295.0074288999931
Config. 10,2,14,0.8870391845703125,329.65402369999356
Config. 10,2,15,0.8870391845703125,367.58042019999266
Config. 10,2,16,0.8870391845703125,409.94214959999226
Config. 10,2,17,0.8870391845703125,451.2352764999923
Config. 10,2,18,0.8870391845703125,489.57619529999283
Config. 10,2,19,0.8870391845703125,532.9690762999926
Config. 10,2,20,0.8870391845703125,583.0378192999924
Config. 10,3,1,0.732940673828125,19.04102570000032
Config. 10,3,2,0.7716140747070312,36.021113499999046
Config. 10,3,3,0.8182144165039062,54.98831489999793
Config. 10,3,4,0.834014892578125,74.54422459999478
Config. 10,3,5,0.8424453735351562,96.17751469999348
Config. 10,3,6,0.8424453735351562,121.17395619999297
Config. 10,3,7,0.8424453735351562,147.59960739999224
Config. 10,3,8,0.8424453735351562,174.19132489999538
Config. 10,3,9,0.8424453735351562,205.35017589999552
Config. 10,3,10,0.8424453735351562,242.3603075999963
Config. 10,3,11,0.8424453735351562,273.2180217999994
Config. 10,3,12,0.8424453735351562,309.9255058999988
Config. 10,3,13,0.8424453735351562,346.86139699999694
Config. 10,3,14,0.8424453735351562,383.5813423999971
