config,seed,stage,accuracy,runtime
Config. 4,0,1,0.7286453247070312,0.03334549999999581
Config. 4,0,2,0.772003173828125,0.053955800001858734
Config. 4,0,3,0.7958908081054688,0.09283740000319085
Config. 4,0,4,0.8043212890625,0.1370976000034716
Config. 4,0,5,0.8043212890625,0.2086825000042154
Config. 4,0,6,0.8043212890625,0.2552756000040972
Config. 4,0,7,0.8043212890625,0.3139465000022028
Config. 4,0,8,0.8043212890625,0.36490750000302796
Config. 4,0,9,0.8043212890625,0.4092143000016222
Config. 4,0,10,0.8043212890625,0.48519770000348217
Config. 4,0,11,0.8043212890625,0.5525764000049094
Config. 4,0,12,0.8043212890625,0.6400297000072896
Config. 4,0,13,0.8043212890625,0.7089049000060186
Config. 4,0,14,0.8043212890625,0.800639900007809
Config. 4,0,15,0.8043212890625,0.9075829000103113
Config. 4,0,16,0.8043212890625,1.0015902000122878
Config. 4,0,17,0.8043212890625,1.0796904000126233
Config. 4,0,18,0.8043212890625,1.2047608000139007
Config. 4,0,19,0.8043212890625,1.3279627000156324
Config. 4,0,20,0.8043212890625,1.4724491000160924
Config. 4,1,1,0.7007217407226562,0.027418800000305055
Config. 4,1,2,0.745269775390625,0.06287719999818364
Config. 4,1,3,0.7755050659179688,0.10859129999880679
Config. 4,1,4,0.8168563842773438,0.1734911999956239
Config. 4,1,5,0.8162918090820312,0.23244639999393257
Config. 4,1,6,0.8166580200195312,0.27461509999557165
Config. 4,1,7,0.8166580200195312,0.35005339999770513
Config. 4,1,8,0.8166580200195312,0.4185301999968942
Config. 4,1,9,0.8166580200195312,0.4750826999988931
Config. 4,1,10,0.8166580200195312,0.534296900001209
Config. 4,1,11,0.8166580200195312,0.6139338000029966
Config. 4,1,12,0.8166580200195312,0.7049438000030932
Config. 4,1,13,0.8166580200195312,0.7944736999997986
Config. 4,1,14,0.8166580200195312,0.859309100000246
Config. 4,1,15,0.8166580200195312,0.987178600000334
Config. 4,1,16,0.8166580200195312,1.0977994999993825
Config. 4,1,17,0.8166580200195312,1.2150719999990542
Config. 4,1,18,0.8166580200195312,1.2911854000012681
Config. 4,1,19,0.8166580200195312,1.4565821000032884
Config. 4,1,20,0.8166580200195312,1.5831027000058384
Config. 4,2,1,0.6830596923828125,0.020844999999098945
Config. 4,2,2,0.7619094848632812,0.055535699997562915
Config. 4,2,3,0.7929534912109375,0.09624579999581329
Config. 4,2,4,0.800811767578125,0.12888769999699434
Config. 4,2,5,0.800811767578125,0.16764489999695797
Config. 4,2,6,0.800811767578125,0.22878389999823412
Config. 4,2,7,0.800811767578125,0.29854169999816804
Config. 4,2,8,0.800811767578125,0.3634559999991325
Config. 4,2,9,0.800811767578125,0.4470763999997871
Config. 4,2,10,0.800811767578125,0.5218931000017619
Config. 4,2,11,0.800811767578125,0.6053559000029054
Config. 4,2,12,0.800811767578125,0.7072899000013422
Config. 4,2,13,0.800811767578125,0.7796158000019204
Config. 4,2,14,0.800811767578125,0.8424935000002733
Config. 4,2,15,0.800811767578125,0.9409126000027754
Config. 4,2,16,0.800811767578125,1.0600711000006413
Config. 4,2,17,0.800811767578125,1.1922708000020066
Config. 4,2,18,0.800811767578125,1.314175300001807
Config. 4,2,19,0.800811767578125,1.4849963000015123
Config. 4,2,20,0.800811767578125,1.6519823000016913
Config. 4,3,1,0.7180252075195312,0.028434600000764476
Config. 4,3,2,0.7725372314453125,0.06408329999976559
Config. 4,3,3,0.7884140014648438,0.10767430000123568
Config. 4,3,4,0.8044662475585938,0.15887130000191974
Config. 4,3,5,0.8044662475585938,0.1972486000013305
Config. 4,3,6,0.8044662475585938,0.25557540000227164
Config. 4,3,7,0.8044662475585938,0.2964899000035075
Config. 4,3,8,0.8044662475585938,0.36980770000445773
Config. 4,3,9,0.8044662475585938,0.42379100000471226
Config. 4,3,10,0.8044662475585938,0.5082655000041996
Config. 4,3,11,0.8044662475585938,0.5982654000035836
Config. 4,3,12,0.8044662475585938,0.6811352000040642
Config. 4,3,13,0.8044662475585938,0.7928842000037548
Config. 4,3,14,0.8044662475585938,0.8609786000015447
Config. 4,3,15,0.8044662475585938,0.9291977000029874
Config. 4,3,16,0.8044662475585938,1.0484036000016204
Config. 4,3,17,0.8044662475585938,1.1600749999997788
Config. 4,3,18,0.8044662475585938,1.2790745999991486
Config. 4,3,19,0.8044662475585938,1.3986540000005334
Config. 4,3,20,0.8044662475585938,1.5073380000030738
Config. 4,4,1,0.7183074951171875,0.0300786000007065
Config. 4,4,2,0.7665328979492188,0.05802100000073551
Config. 4,4,3,0.7665328979492188,0.08381030000236933
Config. 4,4,4,0.7665328979492188,0.12944510000306764
Config. 4,4,5,0.7665328979492188,0.17628780000450206
Config. 4,4,6,0.7665328979492188,0.24604200000612764
Config. 4,4,7,0.7665328979492188,0.3186268000063137
Config. 4,4,8,0.7665328979492188,0.38218190000770846
Config. 4,4,9,0.7665328979492188,0.4808427000098163
Config. 4,4,10,0.7665328979492188,0.5555471000079706
Config. 4,4,11,0.7665328979492188,0.6265107000072021
Config. 4,4,12,0.7665328979492188,0.6900981000071624
Config. 4,4,13,0.7665328979492188,0.7914356000073894
Config. 4,4,14,0.7665328979492188,0.9063886000076309
Config. 4,4,15,0.7665328979492188,1.0213928000084707
Config. 4,4,16,0.7665328979492188,1.1218395000068995
Config. 4,4,17,0.7665328979492188,1.2181890000065323
Config. 4,4,18,0.7665328979492188,1.3314067000064824
Config. 4,4,19,0.7665328979492188,1.4903231000062078
Config. 4,4,20,0.7665328979492188,1.6466487000070629
Config. 4,5,1,0.7037506103515625,0.019884199999069097
Config. 4,5,2,0.7135009765625,0.0406567999998515
Config. 4,5,3,0.7135009765625,0.07219519999853219
Config. 4,5,4,0.7135009765625,0.09680179999850225
Config. 4,5,5,0.7135009765625,0.14862189999621478
Config. 4,5,6,0.7135009765625,0.2008116999968479
Config. 4,5,7,0.7135009765625,0.2602405999969051
Config. 4,5,8,0.7135009765625,0.3160223999984737
Config. 4,5,9,0.7135009765625,0.4014623000002757
Config. 4,5,10,0.7135009765625,0.49598619999960647
Config. 4,5,11,0.7135009765625,0.6022086000011768
Config. 4,5,12,0.7135009765625,0.7045174000013503
Config. 4,5,13,0.7135009765625,0.8116024000009929
Config. 4,5,14,0.7135009765625,0.9776889999993728
Config. 4,5,15,0.7135009765625,1.0970955999982834
Config. 4,5,16,0.7135009765625,1.224799699997675
Config. 4,5,17,0.7135009765625,1.3678678999967815
Config. 4,5,18,0.7135009765625,1.5010791999993671
Config. 4,5,19,0.7135009765625,1.6847568999983196
Config. 4,5,20,0.7135009765625,1.849722799997835
Config. 4,6,1,0.6719436645507812,0.02996509999866248
Config. 4,6,2,0.7485504150390625,0.06468219999806024
Config. 4,6,3,0.7649154663085938,0.11327759999767295
Config. 4,6,4,0.7649154663085938,0.14753149999523885
Config. 4,6,5,0.7649154663085938,0.19737079999322305
Config. 4,6,6,0.7649154663085938,0.2623157999951218
Config. 4,6,7,0.7649154663085938,0.3374061999966216
Config. 4,6,8,0.7649154663085938,0.3768712999954005
Config. 4,6,9,0.7649154663085938,0.44740649999585
Config. 4,6,10,0.7649154663085938,0.521141199995327
Config. 4,6,11,0.7649154663085938,0.595230699997046
Config. 4,6,12,0.7649154663085938,0.6978936999985308
Config. 4,6,13,0.7649154663085938,0.8518942999980936
Config. 4,6,14,0.7649154663085938,0.9492894999966666
Config. 4,6,15,0.7649154663085938,1.0488974999971106
Config. 4,6,16,0.7649154663085938,1.1619564999964496
Config. 4,6,17,0.7649154663085938,1.309555799998634
Config. 4,6,18,0.7649154663085938,1.4300425999972504
Config. 4,6,19,0.7649154663085938,1.550028799996653
Config. 4,6,20,0.7649154663085938,1.6998127999977442
Config. 4,7,1,0.6801300048828125,0.022538199998962227
Config. 4,7,2,0.7813568115234375,0.04811580000023241
Config. 4,7,3,0.7970428466796875,0.09130230000300799
Config. 4,7,4,0.8059463500976562,0.14441680000163615
Config. 4,7,5,0.8059463500976562,0.19673640000110026
Config. 4,7,6,0.8059463500976562,0.25536900000224705
Config. 4,7,7,0.8059463500976562,0.3058024000019941
Config. 4,7,8,0.8059463500976562,0.363365100001829
Config. 4,7,9,0.8059463500976562,0.4287065000025905
Config. 4,7,10,0.8059463500976562,0.48942730000271695
Config. 4,7,11,0.8059463500976562,0.5882570000030682
Config. 4,7,12,0.8059463500976562,0.6760825000019395
Config. 4,7,13,0.8059463500976562,0.7867452999998932
Config. 4,7,14,0.8059463500976562,0.888275799999974
Config. 4,7,15,0.8059463500976562,1.0186144999970566
Config. 4,7,16,0.8059463500976562,1.1093713999980537
Config. 4,7,17,0.8059463500976562,1.2360855999977503
Config. 4,7,18,0.8059463500976562,1.3775262999988627
Config. 4,7,19,0.8059463500976562,1.4945149999985006
Config. 4,7,20,0.8059463500976562,1.61747529999775
Config. 4,8,1,0.6477813720703125,0.016245199996774318
Config. 4,8,2,0.717742919921875,0.05043249999653199
Config. 4,8,3,0.7418594360351562,0.07682269999349955
Config. 4,8,4,0.7418594360351562,0.11113949999344186
Config. 4,8,5,0.7418594360351562,0.16421979999358882
Config. 4,8,6,0.7418594360351562,0.19339289999334142
Config. 4,8,7,0.7418594360351562,0.26151139999274164
Config. 4,8,8,0.7418594360351562,0.3072634999953152
Config. 4,8,9,0.7418594360351562,0.39261899999837624
Config. 4,8,10,0.7418594360351562,0.465961599995353
Config. 4,8,11,0.7418594360351562,0.5609509999958391
Config. 4,8,12,0.7418594360351562,0.652335699996911
Config. 4,8,13,0.7418594360351562,0.762244899997313
Config. 4,8,14,0.7418594360351562,0.8738669999984268
Config. 4,8,15,0.7418594360351562,0.9780510999989929
Config. 4,8,16,0.7418594360351562,1.105339499998081
Config. 4,8,17,0.7418594360351562,1.213038099998812
Config. 4,8,18,0.7418594360351562,1.3112972999988415
Config. 4,8,19,0.7418594360351562,1.4563976999997976
Config. 4,8,20,0.7418594360351562,1.6043921999989834
Config. 4,9,1,0.6813583374023438,0.027982199997495627
Config. 4,9,2,0.7130508422851562,0.05821780000042054
Config. 4,9,3,0.7276840209960938,0.10419050000200514
Config. 4,9,4,0.7276840209960938,0.14474860000336776
Config. 4,9,5,0.7276840209960938,0.20557650000409922
Config. 4,9,6,0.7276840209960938,0.26511750000645407
Config. 4,9,7,0.7276840209960938,0.32944480000514886
Config. 4,9,8,0.7276840209960938,0.3899347000042326
Config. 4,9,9,0.7276840209960938,0.46718110000438173
