config,seed,stage,accuracy,runtime
Config. 3,6,16,0.84375,1.0605863000055251
Config. 3,6,17,0.84375,1.1604564000044775
Config. 3,6,18,0.84375,1.2621913000075438
Config. 3,6,19,0.84375,1.407848600007128
Config. 3,6,20,0.84375,1.5588624000083655
Config. 3,7,1,0.7109375,0.026445600000442937
Config. 3,7,2,0.7734375,0.048795099999551894
Config. 3,7,3,0.8046875,0.07825269999739248
Config. 3,7,4,0.8359375,0.10899209999843151
Config. 3,7,5,0.859375,0.15974759999880916
Config. 3,7,6,0.859375,0.1959086999995634
Config. 3,7,7,0.859375,0.23008580000168877
Config. 3,7,8,0.859375,0.2846263999999792
Config. 3,7,9,0.859375,0.356495799998811
Config. 3,7,10,0.859375,0.4438473000009253
Config. 3,7,11,0.859375,0.4980939999986731
Config. 3,7,12,0.859375,0.6014692999997351
Config. 3,7,13,0.859375,0.6836183000013989
Config. 3,7,14,0.859375,0.7672116000030655
Config. 3,7,15,0.859375,0.8412777000048663
Config. 3,7,16,0.859375,0.9307459000046947
Config. 3,7,17,0.859375,1.0181094000035955
Config. 3,7,18,0.859375,1.141545500006032
Config. 3,7,19,0.859375,1.2764283000033174
Config. 3,7,20,0.859375,1.4072687000043516
Config. 3,8,1,0.69921875,0.024101399998471607
Config. 3,8,2,0.76953125,0.07018239999888465
Config. 3,8,3,0.78515625,0.09830009999859612
Config. 3,8,4,0.79296875,0.14792250000027707
Config. 3,8,5,0.79296875,0.1839259000007587
Config. 3,8,6,0.79296875,0.2347592000005534
Config. 3,8,7,0.79296875,0.2879901999986032
Config. 3,8,8,0.79296875,0.3403844999993453
Config. 3,8,9,0.79296875,0.38564100000075996
Config. 3,8,10,0.79296875,0.4651675000022806
Config. 3,8,11,0.79296875,0.5392095999995945
Config. 3,8,12,0.79296875,0.6871381000019028
Config. 3,8,13,0.79296875,0.7552178000041749
Config. 3,8,14,0.79296875,0.8438799000032304
Config. 3,8,15,0.79296875,0.9239010000019334
Config. 3,8,16,0.79296875,1.0200278000047547
Config. 3,8,17,0.79296875,1.1290737000017543
Config. 3,8,18,0.79296875,1.4157668000007106
Config. 3,8,19,0.79296875,1.61671700000079
Config. 3,8,20,0.79296875,1.7480682999994315
Config. 3,9,1,0.70703125,0.02802019999944605
Config. 3,9,2,0.76953125,0.07502069999827654
Config. 3,9,3,0.80078125,0.13369719999900553
Config. 3,9,4,0.80859375,0.19615170000179205
Config. 3,9,5,0.81640625,0.25910790000125417
Config. 3,9,6,0.83203125,0.3072792999992089
Config. 3,9,7,0.84765625,0.37988279999626684
Config. 3,9,8,0.86328125,0.46571729999777745
Config. 3,9,9,0.87890625,0.5376881999982288
Config. 3,9,10,0.87890625,0.6286521999973047
Config. 3,9,11,0.87890625,0.7250750999992306
Config. 3,9,12,0.87890625,0.8202863999977126
Config. 3,9,13,0.87890625,0.9410644999952638
Config. 3,9,14,0.87890625,1.0713028999962262
Config. 3,9,15,0.87890625,1.165780099996482
Config. 3,9,16,0.87890625,1.3106978999967396
Config. 3,9,17,0.87890625,1.4293779999970866
Config. 3,9,18,0.87890625,1.5658136999954877
Config. 3,9,19,0.87890625,1.6594984999974258
Config. 3,9,20,0.87890625,1.7985631999945326
Config. 3,10,1,0.6640625,0.021764499997516396
Config. 3,10,2,0.75,0.044134899999335175
Config. 3,10,3,0.765625,0.09945130000050995
Config. 3,10,4,0.8046875,0.1564187000003585
Config. 3,10,5,0.8203125,0.21172020000085467
Config. 3,10,6,0.828125,0.24049490000106744
Config. 3,10,7,0.859375,0.27727210000375635
Config. 3,10,8,0.8671875,0.40830320000168285
Config. 3,10,9,0.8671875,0.4712649000030069
Config. 3,10,10,0.8671875,0.5208476000007067
Config. 3,10,11,0.8671875,0.5978890000005777
Config. 3,10,12,0.8671875,0.6745340000015858
Config. 3,10,13,0.8671875,0.7280423000011069
Config. 3,10,14,0.8671875,0.8067913999984739
Config. 3,10,15,0.8671875,0.9077576999989105
Config. 3,10,16,0.8671875,1.0246896999997261
Config. 3,10,17,0.8671875,1.139906600001268
Config. 3,10,18,0.8671875,1.2822216000022308
Config. 3,10,19,0.8671875,1.4231923000006645
Config. 3,10,20,0.8671875,1.5827754000019922
Config. 3,11,1,0.703125,0.02835169999889331
Config. 3,11,2,0.796875,0.05928189999758615
Config. 3,11,3,0.8203125,0.08333699999639066
Config. 3,11,4,0.828125,0.11813689999689814
Config. 3,11,5,0.8359375,0.1540822999959346
Config. 3,11,6,0.859375,0.18766059999688878
Config. 3,11,7,0.875,0.25027359999512555
Config. 3,11,8,0.8828125,0.29931939999733004
Config. 3,11,9,0.8828125,0.3529893999984779
Config. 3,11,10,0.8828125,0.42132849999688915
Config. 3,11,11,0.8828125,0.49151939999865135
Config. 3,11,12,0.8828125,0.561105899996619
Config. 3,11,13,0.8828125,0.6388283999949635
Config. 3,11,14,0.8828125,0.7000159999952302
Config. 3,11,15,0.8828125,0.7964956999931019
Config. 3,11,16,0.8828125,0.890896499993687
Config. 3,11,17,0.8828125,1.0107346999939182
Config. 3,11,18,0.8828125,1.1079820999948424
Config. 3,11,19,0.8828125,1.2069075999970664
Config. 3,11,20,0.8828125,1.3276280999962182
Config. 3,12,1,0.71875,0.01534949999768287
Config. 3,12,2,0.7890625,0.04300619999776245
Config. 3,12,3,0.8203125,0.07403239999621292
Config. 3,12,4,0.8359375,0.09578899999905843
Config. 3,12,5,0.8359375,0.1307980999990832
Config. 3,12,6,0.8359375,0.1572651999995287
Config. 3,12,7,0.8359375,0.21004090000133147
Config. 3,12,8,0.8359375,0.26621500000328524
Config. 3,12,9,0.8359375,0.32370040000023437
Config. 3,12,10,0.8359375,0.40539870000066003
Config. 3,12,11,0.8359375,0.4722836000037205
Config. 3,12,12,0.8359375,0.5656561000032525
Config. 3,12,13,0.8359375,0.6494213000041782
Config. 3,12,14,0.8359375,0.7217615000045043
Config. 3,12,15,0.8359375,0.7894164000026649
Config. 3,12,16,0.8359375,0.8648367000023427
Config. 3,12,17,0.8359375,0.9647294000023976
Config. 3,12,18,0.8359375,1.072901700004877
Config. 3,12,19,0.8359375,1.240608100004465
Config. 3,12,20,0.8359375,1.3367554000033124
Config. 3,13,1,0.6953125,0.026641699998435797
Config. 3,13,2,0.7578125,0.05098550000184332
Config. 3,13,3,0.8046875,0.07874790000278153
Config. 3,13,4,0.8203125,0.1227580000013404
Config. 3,13,5,0.8203125,0.14629640000202926
Config. 3,13,6,0.8203125,0.1956207000039285
Config. 3,13,7,0.8203125,0.23613540000587818
Config. 3,13,8,0.8203125,0.271819300007337
Config. 3,13,9,0.8203125,0.3246717000074568
Config. 3,13,10,0.8203125,0.37854450000668294
Config. 3,13,11,0.8203125,0.4616005000061705
Config. 3,13,12,0.8203125,0.5571133000048576
Config. 3,13,13,0.8203125,0.6562704000061785
Config. 3,13,14,0.8203125,0.7584222000041336
Config. 3,13,15,0.8203125,0.849054200003593
Config. 3,13,16,0.8203125,0.9489086000030511
Config. 3,13,17,0.8203125,1.0374322000025131
Config. 3,13,18,0.8203125,1.1606495000014547
Config. 3,13,19,0.8203125,1.2654657999992196
Config. 3,13,20,0.8203125,1.3876825999977882
Config. 3,14,1,0.73828125,0.024954099997557933
Config. 3,14,2,0.80859375,0.049044299998058705
Config. 3,14,3,0.83203125,0.0881225999983144
Config. 3,14,4,0.83984375,0.12343719999989844
Config. 3,14,5,0.86328125,0.15469339999981457
Config. 3,14,6,0.87109375,0.19892729999992298
Config. 3,14,7,0.87109375,0.2372060000016063
Config. 3,14,8,0.87109375,0.3053403000049002
Config. 3,14,9,0.87109375,0.36580500000491156
Config. 3,14,10,0.87109375,0.4332150000045658
Config. 3,14,11,0.87109375,0.5049398000046494
Config. 3,14,12,0.87109375,0.5973561000064365
Config. 3,14,13,0.87109375,0.7068833000048471
Config. 3,14,14,0.87109375,0.8152903000045626
Config. 3,14,15,0.87109375,0.9252090000045428
Config. 3,14,16,0.87109375,1.002696500003367
Config. 3,14,17,0.87109375,1.1014066000025196
Config. 3,14,18,0.87109375,1.2280898000026355
Config. 3,14,19,0.87109375,1.3496176000007836
Config. 3,14,20,0.87109375,1.490314099999523
Config. 3,15,1,0.71484375,0.02410980000058771
Config. 3,15,2,0.76171875,0.05656190000081551
Config. 3,15,3,0.80078125,0.09553170000071987
Config. 3,15,4,0.81640625,0.13840519999939715
Config. 3,15,5,0.81640625,0.19509979999929783
Config. 3,15,6,0.83984375,0.25472810000064783
Config. 3,15,7,0.84765625,0.3263336999989406
Config. 3,15,8,0.84765625,0.3903452999984438
Config. 3,15,9,0.84765625,0.5573401999972702
Config. 3,15,10,0.84765625,0.6414740000000165
Config. 3,15,11,0.84765625,0.6897650999999314
Config. 3,15,12,0.84765625,0.7838516999981948
Config. 3,15,13,0.84765625,0.869276199995511
Config. 3,15,14,0.84765625,0.9694733999967866
Config. 3,15,15,0.84765625,1.0468935999997484
Config. 3,15,16,0.84765625,1.1676685999991605
Config. 3,15,17,0.84765625,1.2834015999978874
Config. 3,15,18,0.84765625,1.3816258999977435
Config. 3,15,19,0.84765625,1.5175292999992962
Config. 3,15,20,0.84765625,1.6344640999996045
Config. 3,16,1,0.7109375,0.027378100003261352
Config. 3,16,2,0.75,0.06662260000302922
Config. 3,16,3,0.796875,0.09436030000142637
Config. 3,16,4,0.8203125,0.1436667000016314
Config. 3,16,5,0.8203125,0.19482450000214158
Config. 3,16,6,0.8515625,0.25855390000288025
Config. 3,16,7,0.859375,0.30711730000257376
Config. 3,16,8,0.859375,0.393831900004443
Config. 3,16,9,0.859375,0.4573614000037196
Config. 3,16,10,0.859375,0.5466336000026786
Config. 3,16,11,0.859375,0.6244401000039943
Config. 3,16,12,0.859375,0.7162648000048648
Config. 3,16,13,0.859375,0.7979378000018187
Config. 3,16,14,0.859375,0.8643337000030442
Config. 3,16,15,0.859375,0.9617331000008562
Config. 3,16,16,0.859375,1.0900650000003225
Config. 3,16,17,0.859375,1.2106147000013152
Config. 3,16,18,0.859375,1.3015408000028401
Config. 3,16,19,0.859375,1.4438235000015993
Config. 3,16,20,0.859375,1.551569200000813
Config. 3,17,1,0.68359375,0.025811699997575488
Config. 3,17,2,0.75390625,0.05615359999865177
Config. 3,17,3,0.77734375,0.08743299999696319
Config. 3,17,4,0.79296875,0.1353973999939626
Config. 3,17,5,0.80078125,0.17232209999565384
Config. 3,17,6,0.81640625,0.21810759999789298
Config. 3,17,7,0.83203125,0.2782461999995576
Config. 3,17,8,0.83984375,0.35127140000258805
Config. 3,17,9,0.83984375,0.41730700000334764
Config. 3,17,10,0.83984375,0.48727510000389884
Config. 3,17,11,0.83984375,0.5883579000037571
Config. 3,17,12,0.83984375,0.6512870000042312
Config. 3,17,13,0.83984375,0.7491742000020167
Config. 3,17,14,0.83984375,0.865688300000329
Config. 3,17,15,0.83984375,0.9497813000016322
Config. 3,17,16,0.83984375,1.0597723000028054
Config. 3,17,17,0.83984375,1.1739154999995662
Config. 3,17,18,0.83984375,1.2770287999992433
Config. 3,17,19,0.83984375,1.4190277999987302
Config. 3,17,20,0.83984375,1.5143731999996817
Config. 3,18,1,0.73046875,0.02620999999999185
Config. 3,18,2,0.78515625,0.04514099999869359
Config. 3,18,3,0.80078125,0.08851169999979902
Config. 3,18,4,0.81640625,0.11763450000216835
Config. 3,18,5,0.83203125,0.16813120000006165
Config. 3,18,6,0.83203125,0.21048090000113007
Config. 3,18,7,0.83203125,0.26177629999801866
Config. 3,18,8,0.83203125,0.31743419999838807
Config. 3,18,9,0.83203125,0.38111489999937476
Config. 3,18,10,0.83203125,0.47063019999768585
Config. 3,18,11,0.83203125,0.5585457999986829
Config. 3,18,12,0.83203125,0.6369917999982135
Config. 3,18,13,0.83203125,0.7254443999991054
Config. 3,18,14,0.83203125,0.8339207999997598
Config. 3,18,15,0.83203125,0.9257311000001209
Config. 3,18,16,0.83203125,1.0346499000006588
Config. 3,18,17,0.83203125,1.1509409000027517
Config. 3,18,18,0.83203125,1.246693300003244
Config. 3,18,19,0.83203125,1.353703000004316
Config. 3,18,20,0.83203125,1.4619734000043536
Config. 3,19,1,0.6953125,0.015249100000801263
Config. 3,19,2,0.7265625,0.037410800003272016
Config. 3,19,3,0.7421875,0.0767587000009371
Config. 3,19,4,0.765625,0.12123520000022836
Config. 3,19,5,0.7734375,0.17376800000056392
Config. 3,19,6,0.7890625,0.20867459999863058
Config. 3,19,7,0.7890625,0.2744187999996939
Config. 3,19,8,0.7890625,0.32837730000028387
Config. 3,19,9,0.7890625,0.3980547999999544
Config. 3,19,10,0.7890625,0.4791654999971797
Config. 3,19,11,0.7890625,0.5426041999962763
Config. 3,19,12,0.7890625,0.608647099994414
Config. 3,19,13,0.7890625,0.6982546999970509
Config. 3,19,14,0.7890625,0.7594211999967229
Config. 3,19,15,0.7890625,0.8810824999964098
Config. 3,19,16,0.7890625,0.9748593999975128
Config. 3,19,17,0.7890625,1.0852528999967035
Config. 3,19,18,0.7890625,1.1835350999972434
Config. 3,19,19,0.7890625,1.274008500000491
Config. 3,19,20,0.7890625,1.392529900000227
