config,stage,accuracy_mean,accuracy_std,ci95_lower,ci95_upper,runtime_mean,runtime_std
Config. 3,1,0.7037109375,0.018290130476332937,0.6951509913194353,0.7122708836805648,0.022277464999751827,0.004932974675794851
Config. 3,2,0.7642578125,0.025196946027726805,0.7524654142887884,0.7760502107112116,0.05215061499966396,0.010137830746318906
Config. 3,3,0.7927734375,0.02355627115377623,0.7817488899413025,0.8037979850586974,0.08822784499952832,0.014507867161411106
Config. 3,4,0.8111328125,0.019439546227863196,0.8020349293711493,0.8202306956288508,0.12932906499972888,0.022567511496808003
Config. 3,5,0.8232421875,0.021240012830627722,0.8133016697469998,0.8331827052530002,0.17478062499994848,0.030353948766767228
Config. 3,6,0.8345703125,0.021629667209595756,0.8244474329799636,0.8446931920200365,0.2210460050002439,0.034737981093983857
Config. 3,7,0.8412109375,0.023719351058104406,0.830110067073842,0.8523118079261579,0.27372087000003376,0.04106071333137182
Config. 3,8,0.8443359375,0.02541907565944829,0.8324395806158251,0.8562322943841749,0.3392671700008577,0.053179249395439006
Config. 3,9,0.8462890625,0.026592565946721963,0.8338435015674737,0.8587346234325264,0.404342185000678,0.06687457843057305
Config. 3,10,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,0.4750563150004382,0.0725965306103472
Config. 3,11,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,0.5481251450004493,0.07352309537137289
Config. 3,12,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,0.6378369150002982,0.07456963483183202
Config. 3,13,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,0.726774210000076,0.07664435848970241
Config. 3,14,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,0.8165788849999445,0.08749619034232607
Config. 3,15,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,0.9106617349998487,0.08867109547477621
Config. 3,16,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,1.0178897900001176,0.09937214242669777
Config. 3,17,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,1.1274587549994977,0.1061635770586442
Config. 3,18,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,1.2485482899997806,0.11808279511054881
Config. 3,19,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,1.3734156999995322,0.12790313929050612
Config. 3,20,0.8466796875,0.02714847447697217,0.8339739563567463,0.8593854186432537,1.4980849849993318,0.13167801340954888
